id_paper;id_type;Title;Journal;Volume;Number;Pages;Year;ISSN;doi;Abstract;Date;URL;ISBN;Issue;Month
2956;102;Automated whole animal bioimaging assay for human cancer dissemi;PLoS One;7;;e31281;2012;1932-6203;10.1371/journal.pone.0031281;<p>A quantitative bio-imaging platform is developed for analysis of human cancer dissemination in a short-term vertebrate xenotransplantation assay. Six days after implantation of cancer cells in zebrafish embryos, automated imaging in 96 well plates coupled to image analysis algorithms quantifies spreading throughout the host. Findings in this model correlate with behavior in long-term rodent xenograft models for panels of poorly- versus highly malignant cell lines derived from breast, colorectal, and prostate cancer. In addition, cancer cells with scattered mesenchymal characteristics show higher dissemination capacity than cell types with epithelial appearance. Moreover, RNA interference establishes the metastasis-suppressor role for E-cadherin in this model. This automated quantitative whole animal bio-imaging assay can serve as a first-line in vivo screening step in the anti-cancer drug target discovery pipeline.</p>;2012;;;2;
2960;102;Objective comparison of particle tracking methods;Nat Methods;11;;281-9;2014;1548-7105;10.1038/nmeth.2808;<p>Particle tracking is of key importance for quantitative analysis of intracellular dynamic processes from time-lapse microscopy image data. Because manually detecting and following large numbers of individual particles is not feasible, automated computational methods have been developed for these tasks by many groups. Aiming to perform an objective comparison of methods, we gathered the community and organized an open competition in which participating teams applied their own methods independently to a commonly defined data set including diverse scenarios. Performance was assessed using commonly defined measures. Although no single method performed best across all scenarios, the results revealed clear differences between the various approaches, leading to notable practical conclusions for users and developers.</p>;2014 Mar;;;3;
2962;102;Fluorophore localization algorithms for superresolution microsco;Nat Methods;11;;267-79;2014;1548-7105;10.1038/nmeth.2844;<p>Super-resolution localization microscopy methods provide powerful new capabilities for probing biology at the nanometer scale via fluorescence. These methods rely on two key innovations: switchable fluorophores (which blink on and off and can be sequentially imaged) and powerful localization algorithms (which estimate the positions of the fluorophores in the images). These techniques have spurred a flurry of innovation in algorithm development over the last several years. In this Review, we survey the fundamental issues for single-fluorophore fitting routines, localization algorithms based on principles other than fitting, three-dimensional imaging, dipole imaging and techniques for estimating fluorophore positions from images of multiple activated fluorophores. We offer practical advice for users and adopters of algorithms, and we identify areas for further development.</p>;2014 Mar;;;3;
2964;102;Software opens the door to quantitative imaging;Nat Methods;4;;120-1;2007;1548-7091;10.1038/nmeth0207-120;;2007 Feb;;;2;
2973;102;Fluorescence Lifetime Imaging Microscopy FLIM Data Analysis with;Journal of Statistical Software;18;;1–20;2007;1548-7660;;Fluorescence Lifetime Imaging Microscopy (FLIM) allows fluorescence lifetime images of biological objects to be collected at 250 nm spatial resolution and at (sub-)nanosecond temporal resolution. Often ncomp kinetic processes underlie the observed fluorescence at all locations, but the intensity of the fluorescence associated with each process varies per-location, i.e., per-pixel imaged. Then the statistical challenge is global analysis of the image: use of the fluorescence decay in time at all locations to estimate the ncomp lifetimes associated with the kinetic processes, as well as the amplitude of each kinetic process at each location. Given that typical FLIM images represent on the order of 102 timepoints and 103 locations, meeting this challenge is computationally intensive. Here the utility of the TIMP package for R to solve parameter estimation problems arising in FLIM image analysis is demonstrated. Case studies on simulated and real data evidence the applicability of the partitioned variable projection algorithm implemented in TIMP to the problem domain, and showcase options included in the package for the visual validation of models for FLIM data.;1;http://www.jstatsoft.org/v18/i08/paper;;;
2983;102;Microtubule dynamics reconstituted in vitro and imaged by single;Methods Cell Biol;95;;221-45;2010;0091-679X;10.1016/S0091-679X(10)95013-9;<p>In vitro assays that reconstitute the dynamic behavior of microtubules provide insight into the roles of microtubule-associated proteins (MAPs) in regulating the growth, shrinkage, and catastrophe of microtubules. The use of total internal reflection fluorescence microscopy with fluorescently labeled tubulin and MAPs has allowed us to study microtubule dynamics at the resolution of single molecules. In this chapter we present a practical overview of how these assays are performed in our laboratory: fluorescent labeling methods, strategies to prolong the time to photo-bleaching, preparation of stabilized microtubules, flow-cells, microtubule immobilization, and finally an overview of the workflow that we follow when performing the experiments. At all stages, we focus on practical tips and highlight potential stumbling blocks.</p>;2010;;;;
3000;102;Distinctive Image Features from ScaleInvariant Keypoints;International Journal of Computer Vision;60;;91-110;2004;0920-5691;10.1023/B:VISI.0000029664.99615.94;;;http://dx.doi.org/10.1023/B%3AVISI.0000029664.99615.94;;;
3001;103;Multiimage matching using multiscale oriented patches;Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition;None;;None;2005;None;;This paper describes a novel multi-view matching framework based on a new type of invariant feature. Our features are located at Harris corners in discrete scale-space and oriented using a blurred local gradient. This defines a rotationally invariant frame in which we sample a feature descriptor, which consists of an 8 &amp;times; 8 patch of bias/gain normalised intensity values. The density of features in the image is controlled using a novel adaptive non-maximal suppression algorithm, which gives a better spatial distribution of features than previous approaches. Matching is achieved using a fast nearest neighbour algorithm that indexes features based on their low frequency Haar wavelet coefficients. We also introduce a novel outlier rejection procedure that verifies a pairwise feature match based on a background distribution of incorrect feature matches. Feature matches are refined using RANSAC and used in an automatic 2D panorama stitcher that has been extensively tested on hundreds of sample inputs.;;;;None;
3023;102;Sickle cell anaemia among EtiTurks haematological clinical and g;Br J Haematol;64;;45-55;1986;0007-1048;;<p>Haematological and genetic observations have been made on 71 SS Eti-Turk patients and their relatives from Cukurova (southern Turkey) and of immigrant families in The Netherlands. Similar data were collected for 25 Black patients and their relatives from Surinam, Netherlands Antilles, and Kenya. Haematological and clinical results were the same for both groups; the haemolytic anaemia in the Turkish patients was as severe as in the others. Haplotyping, involving nine restriction sites, identified haplotype 19 (Antonarakis et al, 1984) as the major type among the Eti-Turks; this chromosome has previously primarily been observed among SS patients from West Africa. The suggestion that the beta S-chromosome among Eti-Turks originates from that area is supported by a relatively high incidence of alpha-thalassaemia-2 (the 3.7 kb deletion), also frequently present in the Black population of West Africa, and by the absence of other major haplotypes, such as types 20 and 3, characteristic for the beta S-chromosome in the population of Central Africa and Kenya, and in Senegal, respectively. The Saudi Arabian type of beta S chromosome in association with the haplotype 19 beta S chromosome was present in only one Eti-Turk patient; this 30-year-old female was mildly affected and exhibited a high level of fetal haemoglobin.</p>;1986 Sep;;;1;
3026;102;Active mask segmentation of fluorescence microscope images;IEEE Trans Image Process;18;;1817-29;2009;1057-7149;10.1109/TIP.2009.2021081;<p>We propose a new active mask algorithm for the segmentation of fluorescence microscope images of punctate patterns. It combines the (a) flexibility offered by active-contour methods, (b) speed offered by multiresolution methods, (c) smoothing offered by multiscale methods, and (d) statistical modeling offered by region-growing methods into a fast and accurate segmentation tool. The framework moves from the idea of the "contour" to that of "inside and outside," or masks, allowing for easy multidimensional segmentation. It adapts to the topology of the image through the use of multiple masks. The algorithm is almost invariant under initialization, allowing for random initialization, and uses a few easily tunable parameters. Experiments show that the active mask algorithm matches the ground truth well and outperforms the algorithm widely used in fluorescence microscopy, seeded watershed, both qualitatively, as well as quantitatively.</p>;2009 Aug;;;8;
3028;103;SLTLoG A Vesicle Segmentation Method with Automatic Scale Select;{ISBI - 2014 IEEE International Symposium on Biomedical Imaging};None;;None;2014;None;;;;https://hal.inria.fr/hal-00921793;;None;
3031;102;Stepbystep quantitative analysis of focal adhesions;MethodsX;1;;56–59;2014;22150161;10.1016/j.mex.2014.06.004;;;http://www.researchgate.net/publication/263737052\_Step-by-step\_quantitative\_analysis\_of\_focal\_adhesions;;;
3040;102;Endosomal WASH and exocyst complexes control exocytosis of MT1MM;J Cell Biol;203;;1063-79;2013;1540-8140;10.1083/jcb.201306162;<p>Remodeling of the extracellular matrix by carcinoma cells during metastatic dissemination requires formation of actin-based protrusions of the plasma membrane called invadopodia, where the trans-membrane type 1 matrix metalloproteinase (MT1-MMP) accumulates. Here, we describe an interaction between the exocyst complex and the endosomal Arp2/3 activator Wiskott-Aldrich syndrome protein and Scar homolog (WASH) on MT1-MMP–containing late endosomes in invasive breast carcinoma cells. We found that WASH and exocyst are required for matrix degradation by an exocytic mechanism that involves tubular connections between MT1-MMP–positive late endosomes and the plasma membrane in contact with the matrix. This ensures focal delivery of MT1-MMP and supports pericellular matrix degradation and tumor cell invasion into different pathologically relevant matrix environments. Our data suggest a general mechanism used by tumor cells to breach the basement membrane and for invasive migration through fibrous collagen-enriched tissues surrounding the tumor.</p>;2013 Dec 23;;;6;
3048;102;Advances in image correlation spectroscopy measuring number dens;Cell Biochem Biophys;49;;141-64;2007;1085-9195;10.1007/s12013-007-9000-5;<p>A brief historical outline of fluorescence fluctuation correlation techniques is presented, followed by an in-depth review of the theory and development of image correlation techniques, including: image correlation spectroscopy (ICS), temporal ICS (TICS), image cross-correlation spectroscopy (ICCS), spatiotemporal ICS (STICS), k-space ICS (kICS), raster ICS (RICS), and particle ICS (PICS). These techniques can be applied to analyze image series acquired on commercially available laser scanning or total internal reflection fluorescence microscopes, and are used to determine the number density, aggregation state, diffusion coefficient, velocity, and interaction fraction of fluorescently labeled molecules or particles. A comprehensive review of the application of ICS techniques to a number of systems, including cell adhesion, membrane receptor aggregation and dynamics, virus particle fusion, and fluorophore photophysics, is presented.</p>;2007;;;3;
3084;102;Highthroughput subpixel precision analysis of bacterial morphoge;Mol Microbiol;80;;612-27;2011;1365-2958;10.1111/j.1365-2958.2011.07579.x;<p>Bacteria display various shapes and rely on complex spatial organization of their intracellular components for many cellular processes. This organization changes in response to internal and external cues. Quantitative, unbiased study of these spatio-temporal dynamics requires automated image analysis of large microscopy datasets. We have therefore developed MicrobeTracker, a versatile and high-throughput image analysis program that outlines and segments cells with subpixel precision, even in crowded images and mini-colonies, enabling cell lineage tracking. MicrobeTracker comes with an integrated accessory tool, SpotFinder, which precisely tracks foci of fluorescently labelled molecules inside cells. Using MicrobeTracker, we discover that the dynamics of the extensively studied Escherichia coli Min oscillator depends on Min protein concentration, unveiling critical limitations in robustness within the oscillator. We also find that the fraction of MinD proteins oscillating increases with cell length, indicating that the oscillator has evolved to be most effective when cells attain an appropriate length. MicrobeTracker was also used to uncover novel aspects of morphogenesis and cell cycle regulation in Caulobacter crescentus. By tracking filamentous cells, we show that the chromosomal origin at the old-pole is responsible for most replication/separation events while the others remain largely silent despite contiguous cytoplasm. This surprising position-dependent silencing is regulated by division.</p>;2011 May;;;3;
3092;102;High Resolution Tracking of Cell Membrane Dynamics in Moving Cel;Mathematical Modelling of Natural Phenomena;5;;34–55;2010;1760-6101;10.1051/mmnp/20105102;;1;http://www.mmnp-journal.org/article_S0973534810051023;;;
3097;102;FindFoci A Focus Detection Algorithm with Automated Parameter Tr;PLoS One;9;;e114749;2014;1932-6203;10.1371/journal.pone.0114749;<p>Accurate and reproducible quantification of the accumulation of proteins into foci in cells is essential for data interpretation and for biological inferences. To improve reproducibility, much emphasis has been placed on the preparation of samples, but less attention has been given to reporting and standardizing the quantification of foci. The current standard to quantitate foci in open-source software is to manually determine a range of parameters based on the outcome of one or a few representative images and then apply the parameter combination to the analysis of a larger dataset. Here, we demonstrate the power and utility of using machine learning to train a new algorithm (FindFoci) to determine optimal parameters. FindFoci closely matches human assignments and allows rapid automated exploration of parameter space. Thus, individuals can train the algorithm to mirror their own assignments and then automate focus counting using the same parameters across a large number of images. Using the training algorithm to match human assignments of foci, we demonstrate that applying an optimal parameter combination from a single image is not broadly applicable to analysis of other images scored by the same experimenter or by other experimenters. Our analysis thus reveals wide variation in human assignment of foci and their quantification. To overcome this, we developed training on multiple images, which reduces the inconsistency of using a single or a few images to set parameters for focus detection. FindFoci is provided as an open-source plugin for ImageJ.</p>;2014;;;12;
3154;103;Curvelet analysis of kymograph for tracking bidirectional partic;Image Processing (ICIP), 2010 17th IEEE International Conference on;None;;None;2010;None;10.1109/ICIP.2010.5652479;In this paper we present a new procedure for tracking bi-directional objects in kymographs. The proposed technique is based on a novel adaptive and directional band-pass filtering method which allows us to separate particles which move in opposite directions. The filtering method exploits the curvelet analysis of the kymograph image to automatically adapt to the objects trails characteristics and select oriented features. The separation of bi-directional objects in separated images allows us to reliably detect and track fluorescent particles in fluorescence image sequences, despite numerous crossroad points in the kymograph space. The new abilities provided by the proposed technique are highlighted by the analysis of biological images which were previously impossible to analyze reliably.;Sept;;;None;
3156;102;highlevel 3D visualization API for Java and ImageJ;BMC Bioinformatics;11;;274;2010;1471-2105;10.1186/1471-2105-11-274;<p><b>BACKGROUND: </b>Current imaging methods such as Magnetic Resonance Imaging (MRI), Confocal microscopy, Electron Microscopy (EM) or Selective Plane Illumination Microscopy (SPIM) yield three-dimensional (3D) data sets in need of appropriate computational methods for their analysis. The reconstruction, segmentation and registration are best approached from the 3D representation of the data set.</p><p><b>RESULTS: </b>Here we present a platform-independent framework based on Java and Java 3D for accelerated rendering of biological images. Our framework is seamlessly integrated into ImageJ, a free image processing package with a vast collection of community-developed biological image analysis tools. Our framework enriches the ImageJ software libraries with methods that greatly reduce the complexity of developing image analysis tools in an interactive 3D visualization environment. In particular, we provide high-level access to volume rendering, volume editing, surface extraction, and image annotation. The ability to rely on a library that removes the low-level details enables concentrating software development efforts on the algorithm implementation parts.</p><p><b>CONCLUSIONS: </b>Our framework enables biomedical image software development to be built with 3D visualization capabilities with very little effort. We offer the source code and convenient binary packages along with extensive documentation at http://3dviewer.neurofly.de.</p>;2010;;;;
3167;102;Threedimensional multiscale line filter for segmentation and vis;Med Image Anal;2;;143-68;1998;1361-8415;;<p>This paper describes a method for the enhancement of curvilinear structures such as vessels and bronchi in three-dimensional (3-D) medical images. A 3-D line enhancement filter is developed with the aim of discriminating line structures from other structures and recovering line structures of various widths. The 3-D line filter is based on a combination of the eigenvalues of the 3-D Hessian matrix. Multi-scale integration is formulated by taking the maximum among single-scale filter responses, and its characteristics are examined to derive criteria for the selection of parameters in the formulation. The resultant multi-scale line-filtered images provide significantly improved segmentation and visualization of curvilinear structures. The usefulness of the method is demonstrated by the segmentation and visualization of brain vessels from magnetic resonance imaging (MRI) and magnetic resonance angiography (MRA), bronchi from a chest CT, and liver vessels (portal veins) from an abdominal CT.</p>;1998 Jun;;;2;
3172;102;Automated segmentation and tracking for largescale analysis of f;J Microsc;241;;37-53;2011;1365-2818;10.1111/j.1365-2818.2010.03404.x;<p>Cell adhesion, a process mediated by the formation of discrete structures known as focal adhesions (FAs), is pivotal to many biological events including cell motility. Much is known about the molecular composition of FAs, although our knowledge of the spatio-temporal recruitment and the relative occupancy of the individual components present in the FAs is still incomplete. To fill this gap, an essential prerequisite is a highly reliable procedure for the recognition, segmentation and tracking of FAs. Although manual segmentation and tracking may provide some advantages when done by an expert, its performance is usually hampered by subjective judgement and the long time required in analysing large data sets. Here, we developed a model-based segmentation and tracking algorithm that overcomes these problems. In addition, we developed a dedicated computational approach to correct segmentation errors that may arise from the analysis of poorly defined FAs. Thus, by achieving accurate and consistent FA segmentation and tracking, our work establishes the basis for a comprehensive analysis of FA dynamics under various experimental regimes and the future development of mathematical models that simulate FA behaviour.</p>;2011 Jan;;;1;
3183;102;idTracker tracking individuals in a group by automatic identific;Nat Methods;11;;743-8;2014;1548-7105;10.1038/nmeth.2994;<p>Animals in groups touch each other, move in paths that cross, and interact in complex ways. Current video tracking methods sometimes switch identities of unmarked individuals during these interactions. These errors propagate and result in random assignments after a few minutes unless manually corrected. We present idTracker, a multitracking algorithm that extracts a characteristic fingerprint from each animal in a video recording of a group. It then uses these fingerprints to identify every individual throughout the video. Tracking by identification prevents propagation of errors, and the correct identities can be maintained indefinitely. idTracker distinguishes animals even when humans cannot, such as for size-matched siblings, and reidentifies animals after they temporarily disappear from view or across different videos. It is robust, easy to use and general. We tested it on fish (Danio rerio and Oryzias latipes), flies (Drosophila melanogaster), ants (Messor structor) and mice (Mus musculus).</p>;2014 Jul;;;7;
3208;102;Whole slide quantification of stromal lymphatic vessel distribut;ISRN Obstet Gynecol;2011;;354861;2011;2090-4444;10.5402/2011/354861;<p>Peritumoral Lymphatic Vessel Density (LVD) is considered to be a predictive marker for the presence of lymph node metastases in cervical cancer. However, when LVD quantification relies on conventional optical microscopy and the hot spot technique, interobserver variability is significant and yields inconsistent conclusions. In this work, we describe an original method that applies computed image analysis to whole slide scanned tissue sections following immunohistochemical lymphatic vessel staining. This procedure allows to determine an objective LVD quantification as well as the lymphatic vessel distribution and its heterogeneity within the stroma surrounding the invasive tumor bundles. The proposed technique can be useful to better characterize lymphatic vessel interactions with tumor cells and could potentially impact on prognosis and therapeutic decisions.</p>;2011;;;;
3217;102;NonLocal Means Denoising;Image Processing On Line;1;;;2011;;10.5201/ipol10.5201/ipol.201110.5201/ipol.2011.bcm_nlm;;Jan-01-2011;http://www.ipol.im/?utm_source=doihttp://www.ipol.im/pub/art/2011/?utm_source=doihttp://www.ipol.im/pub/art/2011/bcm_nlm/?utm_source=doi;;;
3218;102;Auxin depletion from leaf primordia contributes to organ pattern;Proc Natl Acad Sci U S A;111;;18769-74;2014;1091-6490;10.1073/pnas.1421878112;<p>Stem cells are responsible for organogenesis, but it is largely unknown whether and how information from stem cells acts to direct organ patterning after organ primordia are formed. It has long been proposed that the stem cells at the plant shoot apex produce a signal, which promotes leaf adaxial-abaxial (dorsoventral) patterning. Here we show the existence of a transient low auxin zone in the adaxial domain of early leaf primordia. We also demonstrate that this adaxial low auxin domain contributes to leaf adaxial-abaxial patterning. The auxin signal is mediated by the auxin-responsive transcription factor MONOPTEROS (MP), whose constitutive activation in the adaxial domain promotes abaxial cell fate. Furthermore, we show that auxin flow from emerging leaf primordia to the shoot apical meristem establishes the low auxin zone, and that this auxin flow contributes to leaf polarity. Our results provide an explanation for the hypothetical meristem-derived leaf polarity signal. Opposite to the original proposal, instead of a signal derived from the meristem, we show that a signaling molecule is departing from the primordium to the meristem to promote robustness in leaf patterning.</p>;2014 Dec 30;;;52;
3220;102;unbiased detector of curvilinear structures;IEEE Transactions on Pattern Analysis and Machine Intelligence;20;;113 - 125;1998;01628828;10.1109/34.659930;;Jan-01-1970;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=659930;;2;
3223;102;NIH Image to ImageJ 25 years of image analysis;Nature Methods;9;;671 - 675;2012;1548-7091;10.1038/nmeth.2089;;Apr-06-2014;http://www.nature.com/doifinder/10.1038/nmeth.2089;;7;
3239;102;OpenComet an automated tool for comet assay image analysis;Redox Biol;2;;457-65;2014;2213-2317;10.1016/j.redox.2013.12.020;<p>Reactive species such as free radicals are constantly generated in vivo and DNA is the most important target of oxidative stress. Oxidative DNA damage is used as a predictive biomarker to monitor the risk of development of many diseases. The comet assay is widely used for measuring oxidative DNA damage at a single cell level. The analysis of comet assay output images, however, poses considerable challenges. Commercial software is costly and restrictive, while free software generally requires laborious manual tagging of cells. This paper presents OpenComet, an open-source software tool providing automated analysis of comet assay images. It uses a novel and robust method for finding comets based on geometric shape attributes and segmenting the comet heads through image intensity profile analysis. Due to automation, OpenComet is more accurate, less prone to human bias, and faster than manual analysis. A live analysis functionality also allows users to analyze images captured directly from a microscope. We have validated OpenComet on both alkaline and neutral comet assay images as well as sample images from existing software packages. Our results show that OpenComet achieves high accuracy with significantly reduced analysis time.</p>;2014;;;;
3257;102;selforganized biomechanical network drives shape changes during ;Nature;524;;351-5;2015;1476-4687;10.1038/nature14603;<p>Tissue morphogenesis is orchestrated by cell shape changes. Forces required to power these changes are generated by non-muscle myosin II (MyoII) motor proteins pulling filamentous actin (F-actin). Actomyosin networks undergo cycles of assembly and disassembly (pulses) to cause cell deformations alternating with steps of stabilization to result in irreversible shape changes. Although this ratchet-like behaviour operates in a variety of contexts, the underlying mechanisms remain unclear. Here we investigate the role of MyoII regulation through the conserved Rho1-Rok pathway during Drosophila melanogaster germband extension. This morphogenetic process is powered by cell intercalation, which involves the shrinkage of junctions in the dorsal-ventral axis (vertical junctions) followed by junction extension in the anterior-posterior axis. While polarized flows of medial-apical MyoII pulses deform vertical junctions, MyoII enrichment on these junctions (planar polarity) stabilizes them. We identify two critical properties of MyoII dynamics that underlie stability and pulsatility: exchange kinetics governed by phosphorylation-dephosphorylation cycles of the MyoII regulatory light chain; and advection due to contraction of the motors on F-actin networks. Spatial control over MyoII exchange kinetics establishes two stable regimes of high and low dissociation rates, resulting in MyoII planar polarity. Pulsatility emerges at intermediate dissociation rates, enabling convergent advection of MyoII and its upstream regulators Rho1 GTP, Rok and MyoII phosphatase. Notably, pulsatility is not an outcome of an upstream Rho1 pacemaker. Rather, it is a self-organized system that involves positive and negative biomechanical feedback between MyoII advection and dissociation rates.</p>;2015 Aug 20;;;7565;
3258;102;CellTrack an opensource software for cell tracking and motility ;Bioinformatics;24;;1647 - 1649;2008;1367-4803;10.1093/bioinformatics/btn247;;Mar-07-2009;http://bioinformatics.oxfordjournals.org/cgi/doi/10.1093/bioinformatics/btn247;;14;
3260;102;Phase locking and multiple oscillating attractors for the couple;Proceedings of the National Academy of Sciences;111;;9828 - 9833;2014;0027-8424;10.1073/pnas.1320474111;;Aug-07-2014;http://www.pnas.org/cgi/doi/10.1073/pnas.1320474111;;27;
3261;102;Extracting Fluorescent Reporter Time Courses of Cell Lineages fr;PLoS ONE;6;;e27886;2011;;10.1371/journal.pone.0027886;;Mar-12-2012;http://dx.plos.org/10.1371/journal.pone.0027886;;12;
3276;102;FibrilTool an ImageJ plugin to quantify fibrillar structures in ;Nat Protoc;9;;457-63;2014;1750-2799;10.1038/nprot.2014.024;<p>Cell biology heavily relies on the behavior of fibrillar structures, such as the cytoskeleton, yet the analysis of their behavior in tissues often remains qualitative. Image analysis tools have been developed to quantify this behavior, but they often involve an image pre-processing stage that may bias the output and/or they require specific software. Here we describe FibrilTool, an ImageJ plug-in based on the concept of nematic tensor, which can provide a quantitative description of the anisotropy of fiber arrays and their average orientation in cells, directly from raw images obtained by any form of microscopy. FibrilTool has been validated on microtubules, actin and cellulose microfibrils, but it may also help analyze other fibrillar structures, such as collagen, or the texture of various materials. The tool is ImageJ-based, and it is therefore freely accessible to the scientific community and does not require specific computational setup. The tool provides the average orientation and anisotropy of fiber arrays in a given region of interest (ROI) in a few seconds.</p>;2014 Feb;;;2;
3281;102;Statistical analysis of 3D images detects regular spatial distri;PLoS Comput Biol;6;;e1000853;2010;1553-7358;10.1371/journal.pcbi.1000853;<p>In eukaryotes, the interphase nucleus is organized in morphologically and/or functionally distinct nuclear "compartments". Numerous studies highlight functional relationships between the spatial organization of the nucleus and gene regulation. This raises the question of whether nuclear organization principles exist and, if so, whether they are identical in the animal and plant kingdoms. We addressed this issue through the investigation of the three-dimensional distribution of the centromeres and chromocenters. We investigated five very diverse populations of interphase nuclei at different differentiation stages in their physiological environment, belonging to rabbit embryos at the 8-cell and blastocyst stages, differentiated rabbit mammary epithelial cells during lactation, and differentiated cells of Arabidopsis thaliana plantlets. We developed new tools based on the processing of confocal images and a new statistical approach based on G- and F- distance functions used in spatial statistics. Our original computational scheme takes into account both size and shape variability by comparing, for each nucleus, the observed distribution against a reference distribution estimated by Monte-Carlo sampling over the same nucleus. This implicit normalization allowed similar data processing and extraction of rules in the five differentiated nuclei populations of the three studied biological systems, despite differences in chromosome number, genome organization and heterochromatin content. We showed that centromeres/chromocenters form significantly more regularly spaced patterns than expected under a completely random situation, suggesting that repulsive constraints or spatial inhomogeneities underlay the spatial organization of heterochromatic compartments. The proposed technique should be useful for identifying further spatial features in a wide range of cell types.</p>;2010;;;7;
3285;102;3D reconstruction of histological sections Application to mammar;Microscopy Research and Technique;73;;1019 - 1029;2010;;10.1002/jemt.v73:1110.1002/jemt.20829;;Jan-10-2010;http://doi.wiley.com/10.1002/jemt.v73%3A11http://doi.wiley.com/10.1002/jemt.20829http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjemt.20829;;11;
3343;102;Measuring image resolution in optical nanoscopy;Nat Methods;10;;557-62;2013;1548-7105;10.1038/nmeth.2448;<p>Resolution in optical nanoscopy (or super-resolution microscopy) depends on the localization uncertainty and density of single fluorescent labels and on the sample's spatial structure. Currently there is no integral, practical resolution measure that accounts for all factors. We introduce a measure based on Fourier ring correlation (FRC) that can be computed directly from an image. We demonstrate its validity and benefits on two-dimensional (2D) and 3D localization microscopy images of tubulin and actin filaments. Our FRC resolution method makes it possible to compare achieved resolutions in images taken with different nanoscopy methods, to optimize and rank different emitter localization and labeling strategies, to define a stopping criterion for data acquisition, to describe image anisotropy and heterogeneity, and even to estimate the average number of localizations per emitter. Our findings challenge the current focus on obtaining the best localization precision, showing instead how the best image resolution can be achieved as fast as possible.</p>;2013 Jun;;;6;
3344;102;Fourier shell correlation threshold criteria;J Struct Biol;151;;250-62;2005;1047-8477;10.1016/j.jsb.2005.05.009;<p>The resolution value claimed for an electron microscopical three-dimensional reconstruction indicates the overall quality of the experiment. The Fourier shell correlation (FSC) criterion has now become the standard quality measure. However, what has continued to be controversial is the issue of the FSC threshold level at which one defines the reproducible resolution. Here, we discuss the theoretical behaviour of the FSC in conjunction with the various factors which influence it: the number of "voxels" in a given Fourier shell, the symmetry of the structure, and the size of the structure within the reconstruction volume. Both the theoretical considerations and our model experiments show that fixed-valued FSC threshold (like "0.5") may never be used in a reproducible criterion. Fixed threshold values are-as we show here-simply the result of incorrect assumptions in the basic statistics. Two families of FSC threshold curves are discussed: the sigma-factor curves and the new family of bit-based information threshold curves. Whereas sigma-factor curves indicate the resolution level at which one has collected information significantly above the noise level, the information curves indicate the resolution level at which enough information has been collected for interpretation.</p>;2005 Sep;;;3;
3345;102;MorphoLibJ integrated library and plugins for mathematical morph;Bioinformatics;;;;2016;1367-4811;10.1093/bioinformatics/btw413;<p><b>MOTIVATION: </b>Mathematical morphology (MM) provides many powerful operators for processing 2D and 3D images. However, most MM plugins currently implemented for the popular ImageJ/Fiji platform are limited to the processing of 2D images.</p><p><b>RESULTS: </b>The MorphoLibJ library proposes a large collection of generic tools based on MM to process binary and grey-level 2D and 3D images, integrated into user-friendly plugins. We illustrate how MorphoLibJ can facilitate the exploitation of 3D images of plant tissues.</p><p><b>AVAILABILITY AND IMPLEMENTATION: </b>MorphoLibJ is freely available at http://imagej.net/MorphoLibJ CONTACT: david.legland@nantes.inra.frSupplementary information: Supplementary data are available at Bioinformatics online.</p>;2016 Jul 13;;;;
3349;102;neuTube 10 A New Design for Efficient Neuron Reconstruction Soft;eNeuro;2;;;2015;;10.1523/ENEURO.0049-14.2014;;;;;1;
3357;102;SRTesseler a method to segment and quantify localizationbased su;Nature Methods;12;;;2015;;10.1038/nmeth.3579;;;;;;
3358;102;Opensource image reconstruction of superresolution structured il;Nat Commun;7;;10980;2016;2041-1723;10.1038/ncomms10980;<p>Super-resolved structured illumination microscopy (SR-SIM) is an important tool for fluorescence microscopy. SR-SIM microscopes perform multiple image acquisitions with varying illumination patterns, and reconstruct them to a super-resolved image. In its most frequent, linear implementation, SR-SIM doubles the spatial resolution. The reconstruction is performed numerically on the acquired wide-field image data, and thus relies on a software implementation of specific SR-SIM image reconstruction algorithms. We present fairSIM, an easy-to-use plugin that provides SR-SIM reconstructions for a wide range of SR-SIM platforms directly within ImageJ. For research groups developing their own implementations of super-resolution structured illumination microscopy, fairSIM takes away the hurdle of generating yet another implementation of the reconstruction algorithm. For users of commercial microscopes, it offers an additional, in-depth analysis option for their data independent of specific operating systems. As a modular, open-source solution, fairSIM can easily be adapted, automated and extended as the field of SR-SIM progresses.</p>;2016;;;;
